X,Y,Distancia,Angulo
55,250,166.20770138594662,170.65102241071273
85,205,135.20355024924456,-172.3493490446406
116,178,112.40106761058811,-156.39981013208222
116,225,103.01941564578979,178.88760038370222
146,175,87.36704184073076,-146.6737103128848
154,293,95.524865872714,132.87890360333856
167,210,53.600373133029585,-165.96375653207352
167,318,108.30050784737807,118.69490437934346
176,264,59.413803110051795,136.3639275316029
179,319,104.0,112.61986494804043
180,137,94.42986815621421,-114.39373938616318
184,271,59.405386961116584,126.098283967108
192,291,73.16419889536138,111.6559890384225
205,138,86.14522621712709,-99.35297925009326
226,299,76.32168761236873,84.73760460040488
232,180,44.9221548904324,-73.17859010995917
233,274,52.88667128870941,74.64986350757557
245,149,78.43468620451031,-70.64100582430528
246,230,27.892651361962706,14.534455080540122
248,294,76.69419795525604,67.78240573048168
263,162,75.21303078589507,-54.19665589162891
275,273,75.07329751649384,41.76029970389787
278,158,87.78382538941898,-47.770215797200194
288,162,92.09777413162601,-41.47854662307776
297,233,78.63841300535,7.305759533310827
298,284,99.80981915623332,37.673593339830454
306,295,112.92918134831227,39.61068824002659
311,178,102.41581909060729,-26.06466407828576
319,267,109.2520022699813,23.74949449286676
322,284,119.70797801316336,30.635417550302794
329,233,110.45361017187261,5.194428907734806
330,267,119.4026800369238,21.62319612790464
188,205,35.84689665786984,-149.85861444792468
199,290,69.92138442565336,106.62075691389207
199,294,73.76313442364011,105.7320047851073
201,208,23.430749027719962,-140.19442890773482
201,292,71.30918594402827,104.62087398863166
204,297,75.50496672405067,101.4587523458772
221,194,29.068883707497267,-86.05481377096244
236,164,61.40032573203501,-73.92642583525361
244,250,36.796738985948195,47.202598161765806
252,161,70.2353187506115,-61.975499467929744
254,203,40.311288741492746,-29.74488129694222
263,259,56.85068161420758,39.28940686250036
320,274,113.14592347937243,26.791515529419176
