X,Y,Distancia,Angulo
42,177,181.3201588351389,141.04409216224113
44,157,167.80047675736802,145.93112292241145
54,111,137.64083696345355,159.59011716619602
55,209,194.164878389476,131.24144431452802
61,186,173.24260445975753,134.76614097412676
65,93,121.75385004179539,165.7354877019201
73,160,146.6594695203825,138.5935661878652
78,75,105.68348972285122,173.48019824834302
82,130,121.2023102090055,146.44104386876742
89,64,94.00531899844816,179.3904934233248
97,80,87.66413177577246,168.8182457898033
101,61,82.02438661763951,-178.60281897270363
109,267,217.00691233230336,109.93799174420555
115,47,69.85699678629192,-166.75948008481282
119,196,147.59742545180114,115.69699972733244
126,46,59.481089431852205,-163.393019421383
127,113,75.07329751649384,138.23970029610214
130,256,200.1449474755733,105.35554941442184
139,275,216.51789764358972,101.72511201516508
142,36,49.09175083453431,-146.63363399894044
162,29,39.96248240537617,-121.70142966950573
166,167,105.38026380684383,99.28355280526135
169,115,53.85164807134504,105.06848815949222
171,282,219.32852071721086,93.1363583683326
175,26,37.8549864614954,-102.2004687273808
181,94,31.064449134018133,93.69138598645128
188,46,17.72004514666935,-73.61045966596522
189,26,37.48332962798263,-80.78897345918332
198,289,226.497240601293,86.20275211956158
200,27,39.81205847478876,-64.72227776444704
215,286,225.28426487440262,81.83393043179068
222,162,106.4048871058092,68.4985656759521
228,281,222.59604668547013,78.33670596513613
235,135,88.81441324469807,54.16234704572171
248,109,79.63039620647382,35.28674897505972
270,240,197.22575896672322,63.82471001824007
276,290,245.31204617792417,67.7214981532193
280,172,145.91093173576817,48.33385066153657
281,84,100.22474744293447,12.094757077012101
287,284,244.24782496472716,64.79887635452492
299,105,123.36936410632909,19.90374953730784
305,78,122.9186723000212,7.009384256621249
315,122,144.5856147754679,24.083196196657276
47,164,169.4018890095385,143.4006825363179
50,171,171.32717239247253,140.92236302146648
54,171,168.24089871371942,140.06361685303008
223,205,147.52626884728022,74.2679952148927
244,89,66.30987860040162,23.085133672808276
