X,Y,Distancia,Angulo
17,234,56.43580423808985,150.25511870305778
21,246,60.207972893961475,138.3664606634298
30,147,69.1158447825099,-121.3902681041878
34,136,76.96752561957543,-114.56717132060132
35,274,74.73285756613352,114.50740523012972
39,56,152.41062955056645,-100.20397372173169
43,194,25.942243542145693,-152.4471884232822
48,173,37.589892258425,-118.61045966596521
50,204,16.1245154965971,-172.8749836510982
51,221,21.213203435596427,135.0
64,91,115.0173899895142,-90.99634789650493
73,187,20.248456731316587,-69.77514056883192
75,281,75.53806987208503,83.15722658736907
91,283,80.95677859203639,72.01266534793855
92,82,126.69648771769484,-78.15792388467223
97,303,101.83319694480774,72.27676338311369
99,24,184.967564724197,-79.72285941858759
101,269,72.069410986909,60.94539590092286
113,298,103.31021246711285,62.93889386252676
117,166,64.81512169239521,-38.10757687751486
118,236,60.03332407921454,29.981639368849336
119,250,68.8839603971781,39.699073483474315
133,301,116.2497311824849,54.80609275989709
134,203,68.06614430096654,-2.526116911619555
144,215,78.5175139698144,6.581944655178011
150,95,139.20129309744217,-52.88313931672973
154,213,88.2779700718135,4.548042409125415
155,309,136.12494260788506,49.17043652484212
167,154,113.6001760562016,-27.24174151735732
174,183,110.42191811411355,-12.022276686183519
177,102,152.10851389715174,-43.13521474066099
178,23,214.55302374937528,-58.532456631434975
179,210,113.07077429645558,2.0273227005001964
191,214,125.25573839150046,3.661935575519803
201,221,135.83077707206124,6.34019174590991
202,124,158.80806024884254,-31.08750532347998
202,192,136.7186892857008,-5.877392606643136
202,307,169.4018890095385,36.599317463682105
203,70,193.04144632694815,-44.790126288432454
204,45,212.04952251773642,-49.398705354995535
215,256,157.16551784663199,18.550231925927744
222,27,237.43841306747314,-48.927576626217466
227,49,224.8777445635739,-44.279336377482345
228,65,214.76731594914529,-41.03534527714388
231,85,204.61182761512103,-36.25383773744479
231,160,171.29214809792072,-15.577825774311025
232,171,169.64963896218583,-11.906052021945193
234,278,182.7785545407338,23.19859051364819
236,265,179.94721448246983,19.139782258653135
238,35,242.53865671269807,-44.8329573843191
241,243,178.86866690396056,11.938150494504841
249,33,251.82930726982514,-43.39099109395261
262,264,204.40156555173445,16.484453189535667
263,136,209.06697491473875,-19.56164946010537
264,277,210.34495477667156,19.727115709171944
265,254,204.70710783946902,13.561052400717243
290,23,289.2490276561012,-39.24759530618139
296,277,240.7093683262037,17.155229668634632
304,59,279.7373768376332,-31.701429669505718
311,307,265.0018867857359,22.403655485578064
314,112,265.2168923730161,-20.758324271546414
314,170,250.59928172283335,-8.259437979878806
314,193,248.34049206683954,-3.0006614134621494
321,243,257.6703320136022,8.255888715216734
332,223,266.54267950930483,3.65678708998465
40,215,27.51363298439521,160.9065079995144
61,211,7.0710678118654755,135.0
70,179,27.294688127912362,-81.57303097851933
103,291,92.70382947861431,66.4767909795404
116,102,115.39497389401325,-64.3231843181618
117,174,60.207972893961475,-32.106255955117845
117,247,65.43699259593154,38.79655209830817
118,229,56.859475903318,23.860175191342343
131,204,65.03076195155643,-1.7623910236605125
148,36,188.74321179846442,-64.24952587268173
165,214,99.32270636667126,4.619923481660399
167,218,101.71037311896953,6.775656169399013
175,227,111.00450441310929,10.905022045234448
199,261,143.92359083902818,22.466749920995735
211,106,176.13914953808538,-34.59228868750995
216,275,165.10905486980417,24.70243022777131
224,252,164.5600194457937,16.232350661156204
