X,Y,Distancia,Angulo
33,118,162.34839081432253,154.0662817225662
43,163,178.75122377203465,139.53777250790665
56,208,202.6079958935481,127.37892869070296
72,126,133.00375934536586,143.5608895711646
73,82,111.6288493177279,161.7273617330147
74,69,107.28000745712129,168.16635469383934
92,64,88.64536084872124,168.94358701975182
106,60,74.14849964766651,169.90249561592472
107,242,207.8677464158401,110.26569747094752
110,165,136.69308687713507,120.31678024760399
121,180,145.09651959988565,113.56154534777103
125,123,93.23089616645332,125.39479584498706
160,159,113.6001760562016,99.62815612848671
165,58,17.804493814764857,141.84277341263095
180,253,206.0024271701671,89.72186733270364
186,58,13.038404810405298,57.52880770915151
189,247,200.24984394500785,87.13759477388825
246,109,91.28526715741155,42.78034444680211
249,233,198.73600579663466,69.37646861667477
257,120,106.83164325236227,43.10348169679071
259,105,98.812954616285,35.94211187138234
14,171,206.40009689920205,143.0745832053376
41,181,192.35384061671346,135.84252426074042
48,166,176.98022488402484,137.74808818005374
69,104,123.89108119634763,152.60763044810727
92,71,90.24965373894794,164.57783868126134
101,119,106.15083607772479,137.29061004263855
111,67,70.8801805866774,163.61045966596524
111,145,119.28118040998756,124.75591255354136
117,83,71.69379331573968,149.85861444792468
135,152,113.84638773364749,112.73600488258145
144,180,137.5281789307195,104.74356283647074
177,88,41.048751503547585,92.79270236571328
177,92,45.044422518220834,92.5448043798131
